DocID,ParaID,Entity,Type
24_1,1,steel,Product
24_1,1,aluminium,Product
24_1,1,AI chips,Product
24_1,1,chip design software,Product
24_1,1,Truth Social,Product
24_1,1,US Court of International Trade,Financial Infrastructure
24_1,1,Supreme Court,Financial Infrastructure
24_1,1,National Economic Council,Financial Infrastructure
24_1,1,Commerce Department,Financial Infrastructure
24_1,1,Treasury Department,Financial Infrastructure
27_1,1,Nvidia,Company
27_1,1,Dow Jones Industrial Average,Financial Infrastructure
27_1,1,S&P 500,Financial Infrastructure
27_1,1,Nasdaq Composite,Financial Infrastructure
27_1,1,Federal Reserve,Regulator
27_1,1,Trump administration,Government
27_1,1,HP,Company
27_1,1,GameStop,Company
27_1,1,Chevron,Company
27_1,1,OPEC+,Government
27_1,1,CSX Corp.,Company
27_1,1,Abercrombie & Fitch,Company
27_1,1,Macy's,Company
27_1,1,Okta,Company
27_1,1,Barclays Plc,Company
28_1,1,Refresco,Company
28_1,1,Telemark Kildevann (TKV),Company
28_1,1,Hans Roelofs,Key People
28_1,1,Frías Nutrición,Company
28_1,1,Berentzen-Gruppe,Company
28_1,1,VBC Bottling Company,Company
28_1,1,Märkisch Kristall,Product
28_1,1,Grüneberg Quelle,Product
29_1,1,US Steel,Company
29_1,1,Nippon Steel,Company
29_1,1,Donald Trump,Key People
29_1,1,US Government,Government
29_1,1,CFIUS,Regulator
29_1,1,Walmart,Company
29_1,1,General Motors,Company
29_1,1,Stellantis,Company
29_1,1,TikTok,Company
29_1,1,Bytedance,Company
29_1,1,Alibaba,Company
30_1,1,Medicare,Financial Infrastructure
30_1,1,KFF,Rating Agency
30_1,1,West Health-Gallup,Rating Agency
30_1,1,AARP,Company
30_1,1,Center for Retirement Research at Boston College,Rating Agency
30_1,1,Consumer Financial Protection Bureau (CFPB),Regulator
30_1,1,Equifax,Rating Agency
30_1,1,Experian,Rating Agency
30_1,1,Transunion,Rating Agency
30_1,1,National Foundation for Credit Counseling,Company
31_1,1,China,Government
31_1,1,US,Government
31_1,1,Trump,Key People
31_1,1,Xi Jinping,Key People
31_1,1,Chinese Ministry of Commerce,Government
31_1,1,EU,Government
31_1,1,Salzgitter,Company
31_1,1,Gap,Company
31_1,1,Tesla,Company
31_1,1,White House,Government
31_1,1,Supreme Court,Government
32_1,1,GameStop,Company
32_1,1,Strategy,Company
32_1,1,Bitcoin,Product
32_1,1,Michael Saylor,Key People
32_1,1,Yahoo Finance,Company
32_1,1,Berkshire Hathaway,Company
34_1,1,Yahoo Finance,Company
34_1,1,Morning Brief,Product
34_1,1,Breaking News,Product
34_1,1,Week In Tech,Product
34_1,1,Mind Your Money,Product
34_1,1,Daily Movers,Product
34_1,1,Ethan Wolff-Mann,Key People
33_1,1,Aston Martin Lagonda Global Holdings Plc,Company
33_1,1,Fitch Ratings,Rating Agency
33_1,1,Lawrence Stroll,Key People
33_1,1,Yew Tree consortium,Company
33_1,1,Adrian Hallmark,Key People
33_1,1,Bentley Motors Ltd,Company
33_1,1,Bloomberg News,Company
33_1,1,Society of Motor Manufacturers and Traders (SMMT),Financial Infrastructure
33_1,1,Trump administration,Government
35_1,1,S&P 500,Financial Infrastructure
35_1,1,Dow Jones Industrial Average (^DJI),Financial Infrastructure
35_1,1,Nasdaq Composite (^IXIC),Financial Infrastructure
35_1,1,Nvidia (NVDA),Company
35_1,1,Tesla (TSLA),Company
35_1,1,Regeneron (REGN),Company
35_1,1,Costco (COST),Company
35_1,1,Gap (GAP),Company
35_1,1,Federal Reserve,Regulator
35_1,1,Trump administration,Government
35_1,1,Scott Bessent,Key People
35_1,1,Elon Musk,Key People
38_1,1,Bespoke Investment Group,Company
38_1,1,S&P 500,Financial Infrastructure
38_1,1,Interactive Brokers,Company
38_1,1,Steve Sosnick,Key People
38_1,1,JPMorgan,Bank
38_1,1,Emma Wu,Key People
38_1,1,VandaTrack,Company
38_1,1,President Trump,Government
37_1,1,Apple,Company
37_1,1,Department of Justice,Government
37_1,1,Tim Cook,Key People
37_1,1,iPhone,Product
37_1,1,Trump,Government
37_1,1,Epic Games,Company
37_1,1,Google,Company
37_1,1,OpenAI,Company
37_1,1,Jony Ive,Key People
37_1,1,Sam Altman,Key People
37_1,1,Morgan Stanley,Company
37_1,1,Sharon Shih,Key People
37_1,1,Erik Woodring,Key People
37_1,1,Deepwater Asset Management,Company
37_1,1,Gene Munster,Key People
36_1,1,Nvidia,Company
36_1,1,Jensen Huang,Key People
36_1,1,Wall Street,Financial Infrastructure
36_1,1,China,Government
36_1,1,H20,Product
36_1,1,Blackwell,Product
36_1,1,Microsoft,Company
36_1,1,Amazon,Company
36_1,1,Meta Platforms,Company
36_1,1,Dan Ives,Key People
36_1,1,Wedbush,Company
36_1,1,HSBC,Bank
36_1,1,Ryan Mellor,Key People
36_1,1,Trump,Government
36_1,1,Colette Kress,Key People
36_1,1,Foxconn,Company
36_1,1,Wistron,Company
23_1,1,China,Government
23_1,1,US,Government
23_1,1,Chinese Ministry of Commerce,Government
23_1,1,Trump,Key People
23_1,1,Xi Jinping,Key People
23_1,1,EU,Government
23_1,1,Ursula von der Leyen,Key People
23_1,1,Howard Lutnick,Key People
23_1,1,Kevin Hassett,Key People
23_1,1,Scott Bessent,Key People
23_1,1,Mark Carney,Key People
23_1,1,Gunnar Groebler,Key People
23_1,1,Richard Dickson,Key People
23_1,1,Elon Musk,Key People
23_1,1,Tarang Amin,Key People
23_1,1,e.l.f. Beauty,Company
23_1,1,Gap,Company
23_1,1,Tesla,Company
23_1,1,Salzgitter,Company
23_1,1,steel,Product
23_1,1,aluminium,Product
23_1,1,AI chips,Product
23_1,1,Truth Social,Product
23_1,1,US Court of International Trade,Regulator
23_1,1,Supreme Court,Regulator
23_1,1,National Economic Council,Government
23_1,1,Commerce Department,Government
23_1,1,Treasury Secretary,Government
23_1,1,European Commission,Government
41_1,1,Nvidia,Company
41_1,1,H20,Product
41_1,1,China,Government
41_1,1,Trump administration,Government
41_1,1,Biden administration,Government
41_1,1,Jensen Huang,Key People
41_1,1,Colette Kress,Key People
41_1,1,Joseph Moore,Key People
41_1,1,Stacy Rasgon,Key People
41_1,1,Morgan Stanley,Company
41_1,1,Bernstein,Company
41_1,1,Amazon,Company
41_1,1,Google,Company
41_1,1,Microsoft,Company
41_1,1,CoreWeave,Company
41_1,1,Foxconn,Company
41_1,1,Humain,Company
41_1,1,Saudi Arabia,Government
41_1,1,United Arab Emirates,Government
40_1,1,China,Government
40_1,1,US,Government
40_1,1,Trump,Key People
40_1,1,Xi Jinping,Key People
40_1,1,Chinese Ministry of Commerce,Government
40_1,1,EU,Government
40_1,1,Salzgitter,Company
40_1,1,Gap,Company
40_1,1,e.l.f. Beauty,Company
40_1,1,Tesla,Company
40_1,1,Huawei,Company
40_1,1,Yangtze Memory Technologies,Company
40_1,1,US Court of International Trade,Financial Infrastructure
40_1,1,Supreme Court,Financial Infrastructure
40_1,1,National Economic Council,Government
40_1,1,Commerce Department,Government
40_1,1,European Commission,Government
42_1,1,Trump,Government
42_1,1,Treasury Department,Government
42_1,1,Department of Homeland Security,Government
42_1,1,Apple,Company
42_1,1,Samsung,Company
42_1,1,GOP,Government
42_1,1,China,Government
42_1,1,UK,Government
42_1,1,Europe,Government
39_1,1,Wall Street,Financial Infrastructure
39_1,1,US Treasury,Government
39_1,1,Trump,Key People
39_1,1,Citi,Bank
39_1,1,Stuart Kaiser,Key People
39_1,1,AllianceBernstein,Company
39_1,1,Eric Winograd,Key People
39_1,1,Fed,Regulator
39_1,1,FWDBonds,Company
39_1,1,Chris Rupkey,Key People
39_1,1,Daniel Kryger,Key People
44_1,1,Trump,Government
44_1,1,Barclays,Bank
44_1,1,Ajay Rajadhyaksha,Key People
44_1,1,US Court of International Trade,Regulator
44_1,1,S&P 500,Financial Infrastructure
44_1,1,Nvidia,Company
44_1,1,Goldman Sachs,Bank
44_1,1,Alec Phillips,Key People
44_1,1,Renaissance Macro,Company
44_1,1,Neil Dutta,Key People
45_1,1,European Union,Government
45_1,1,Washington,Government
45_1,1,President Trump,Key People
45_1,1,US,Government
45_1,1,China,Government
45_1,1,Apollo Global Management,Company
45_1,1,Torsten Sløk,Key People
45_1,1,Yahoo Finance,Company
45_1,1,S&P 500,Financial Infrastructure
43_1,1,S&P 500,Financial Infrastructure
43_1,1,Dow Jones Industrial Average,Financial Infrastructure
43_1,1,Nasdaq Composite,Financial Infrastructure
43_1,1,President Trump,Government
43_1,1,Barclays,Bank
43_1,1,Ajay Rajadhyaksha,Key People
43_1,1,Ritholtz Wealth Management,Company
43_1,1,Callie Cox,Key People
43_1,1,Wells Fargo,Bank
43_1,1,Jay Bryson,Key People
43_1,1,Magnificent Seven,Company
43_1,1,Apple,Company
43_1,1,Alphabet,Company
43_1,1,Microsoft,Company
43_1,1,Amazon,Company
43_1,1,Meta,Company
43_1,1,Tesla,Company
43_1,1,Nvidia,Company
43_1,1,Citi,Bank
43_1,1,Drew Pettit,Key People
46_1,1,China,Government
46_1,1,US,Government
46_1,1,Chinese Ministry of Commerce,Government
46_1,1,President Trump,Key People
46_1,1,Xi Jinping,Key People
46_1,1,Truth Social,Product
46_1,1,EU,Government
46_1,1,Ursula von der Leyen,Key People
46_1,1,Howard Lutnick,Key People
46_1,1,Kevin Hassett,Key People
47_1,1,Nvidia,Company
47_1,1,S&P 500,Financial Infrastructure
47_1,1,Nasdaq Composite,Financial Infrastructure
47_1,1,Dow Jones Industrial Average,Financial Infrastructure
47_1,1,Trump,Government
47_1,1,US Court of International Trade,Regulator
47_1,1,Federal Reserve,Regulator
47_1,1,Jerome Powell,Key People
47_1,1,Best Buy,Company
47_1,1,Costco,Company
47_1,1,Walmart,Company
47_1,1,Goldman Sachs,Company
47_1,1,Tesla,Company
47_1,1,Elon Musk,Key People
47_1,1,Salesforce,Company
47_1,1,HP Inc,Company
49_1,1,Donald Trump,Key People
49_1,1,Harvard,Company
49_1,1,University of Pennsylvania,Company
49_1,1,Wharton School,Product
49_1,1,McKinsey,Company
49_1,1,University of California system,Company
49_1,1,Yahoo Finance,Company
49_1,1,Federal Government,Government
49_1,1,Supreme Court,Government
49_1,1,House of Representatives,Government
49_1,1,Senate,Government
48_1,1,Dow Jones Industrial Average,Financial Infrastructure
48_1,1,S&P 500,Financial Infrastructure
48_1,1,Nasdaq Composite,Financial Infrastructure
48_1,1,China,Government
48_1,1,US,Government
48_1,1,President Trump,Key People
48_1,1,Federal Reserve,Regulator
48_1,1,Christopher Waller,Key People
48_1,1,Jerome Powell,Key People
48_1,1,CrowdStrike,Company
48_1,1,Broadcom,Company
48_1,1,DocuSign,Company
48_1,1,Lululemon,Company
48_1,1,OPEC+,Government
48_1,1,Tesla,Company
48_1,1,Elon Musk,Key People
48_1,1,BioNTech,Company
48_1,1,Bristol Myers Squibb,Company
48_1,1,Merck,Company
48_1,1,Moderna,Company
48_1,1,Blueprint Medicines,Company
48_1,1,Sanofi,Company
48_1,1,Cleveland-Cliffs,Company
48_1,1,Nucor,Company
48_1,1,Steel Dynamics,Company
48_1,1,US Steel Corporation,Company
48_1,1,Nippon,Company
48_1,1,Posco,Company
48_1,1,Hyundai Steel,Company
50_1,1,Nvidia,Company
50_1,1,Jensen Huang,Key People
50_1,1,Wall Street,Financial Infrastructure
50_1,1,China,Government
50_1,1,H20,Product
50_1,1,Blackwell,Product
50_1,1,Microsoft,Company
50_1,1,Amazon,Company
50_1,1,Meta Platforms,Company
50_1,1,Dan Ives,Key People
50_1,1,Wedbush,Company
50_1,1,HSBC,Bank
50_1,1,Ryan Mellor,Key People
50_1,1,Bloomberg,Financial Infrastructure
50_1,1,Trump,Government
50_1,1,Colette Kress,Key People
50_1,1,Benchmark Company,Company
50_1,1,Cody Acree,Key People
52_1,1,Federal Reserve,Regulator
52_1,1,Nationwide,Company
52_1,1,Kathy Bostjancic,Key People
52_1,1,Trump,Government
52_1,1,Personal Consumption Expenditures (PCE),Product
53_1,1,Nvidia,Company
53_1,1,Dow Jones Industrial Average,Financial Infrastructure
53_1,1,S&P 500,Financial Infrastructure
53_1,1,Nasdaq Composite,Financial Infrastructure
53_1,1,Federal Reserve,Regulator
53_1,1,Trump administration,Government
53_1,1,HP,Company
53_1,1,GameStop,Company
53_1,1,Chevron,Company
53_1,1,OPEC+,Government
53_1,1,CSX Corp,Company
53_1,1,Abercrombie & Fitch,Company
53_1,1,Macy's,Company
53_1,1,Okta,Company
53_1,1,Barclays,Bank
51_1,1,Boeing,Company
51_1,1,BofA,Bank
51_1,1,Doximity,Company
51_1,1,BTIG,Bank
51_1,1,Church & Dwight,Company
51_1,1,RBC Capital,Bank
51_1,1,Saia,Company
51_1,1,Goldman Sachs,Bank
51_1,1,Old Dominion,Company
51_1,1,Nucor,Company
51_1,1,BMO Capital,Bank
51_1,1,Charter,Company
51_1,1,Bernstein,Bank
51_1,1,Centene,Company
51_1,1,Barclays,Bank
51_1,1,Shake Shack,Company
51_1,1,Union Pacific,Company
51_1,1,Norfolk Southern,Company
51_1,1,Canadian Pacific Kansas City,Company
51_1,1,J.B. Hunt,Company
51_1,1,CSX,Company
51_1,1,Rackspace Technology,Company
51_1,1,Raymond James,Bank
51_1,1,PayPal,Company
51_1,1,Truist,Bank
51_1,1,Block,Company
51_1,1,MasterCard,Company
51_1,1,Visa,Company
51_1,1,Global Payments,Company
51_1,1,Western Union,Company
51_1,1,Oppenheimer,Bank
54_1,1,Nvidia,Company
54_1,1,H20,Product
54_1,1,China,Government
54_1,1,Trump administration,Government
54_1,1,Biden administration,Government
54_1,1,Jensen Huang,Key People
54_1,1,Colette Kress,Key People
54_1,1,Joseph Moore,Key People
54_1,1,Stacy Rasgon,Key People
54_1,1,Morgan Stanley,Bank
54_1,1,Bernstein,Rating Agency
54_1,1,Amazon,Company
54_1,1,Google,Company
54_1,1,Microsoft,Company
54_1,1,CoreWeave,Company
54_1,1,Foxconn,Company
54_1,1,Humain,Startups
54_1,1,Saudi Arabia's sovereign wealth fund,Wealth
54_1,1,Blackwell,Product
55_1,1,Yahoo Finance,Company
55_1,1,Oxford Economics,Company
55_1,1,Indeed,Company
55_1,1,Apollo Global Management,Company
55_1,1,Fed,Regulator
55_1,1,Jerome Powell,Key People
55_1,1,Cory Stahle,Key People
55_1,1,Torsten Sløk,Key People
55_1,1,Matthew Martin,Key People
55_1,1,S&P 500,Financial Infrastructure
55_1,1,Magnificent Seven tech cohort,Company
56_1,1,Nvidia,Company
56_1,1,Dow Jones Industrial Average,Financial Infrastructure
56_1,1,S&P 500,Financial Infrastructure
56_1,1,Nasdaq Composite,Financial Infrastructure
56_1,1,Trump,Government
56_1,1,US Court of International Trade,Regulator
56_1,1,Federal Reserve,Regulator
56_1,1,Jerome Powell,Key People
56_1,1,Best Buy,Company
56_1,1,Costco,Company
56_1,1,Walmart,Company
56_1,1,Goldman Sachs,Company
56_1,1,Tesla,Company
56_1,1,Elon Musk,Key People
56_1,1,Salesforce,Company
56_1,1,HP Inc,Company
57_1,1,China,Government
57_1,1,US,Government
57_1,1,Trump,Key People
57_1,1,Xi Jinping,Key People
57_1,1,Chinese Ministry of Commerce,Government
57_1,1,EU,Government
57_1,1,Salzgitter,Company
57_1,1,Gap,Company
57_1,1,Tesla,Company
57_1,1,Elon Musk,Key People
57_1,1,Huawei,Company
57_1,1,Yangtze Memory Technologies,Company
57_1,1,US Court of International Trade,Regulator
57_1,1,Supreme Court,Regulator
57_1,1,National Economic Council,Government
57_1,1,Commerce Secretary Howard Lutnick,Key People
57_1,1,Treasury Secretary Scott Bessent,Key People
57_1,1,EU Commission President Ursula von der Leyen,Key People
57_1,1,Prime Minister Mark Carney,Key People
57_1,1,Gap CEO Richard Dickson,Key People
57_1,1,e.l.f. Beauty CEO Tarang Amin,Key People
57_1,1,Salzgitter CEO Gunnar Groebler,Key People
