DocID,ParaID,Subject,Relation,Object
9_1,1,Ruben Roy,analyst at,Stifel
9_1,1,Vivek Arya,analyst at,Bank of America
9_1,1,Nvidia,impacted by export ban,H20
9_1,1,DeepSeek,competes with,Nvidia
9_1,1,Trump,influences trade war,Nvidia
10_1,1,United States Court of International Trade,blocks,President Trump's tariffs
10_1,1,President Trump,imposes,tariffs
10_1,1,White House,appeals,court decision
10_1,1,International Emergency Economic Powers Act (IEEPA),limits,presidential authority
10_1,1,Goldman Sachs,analyzes,tariff impacts
10_1,1,Sen. Ron Wyden,criticizes,President Trump's tariffs
12_1,1,Donald Trump,imposes tariffs,European trade negotiators
12_1,1,Donald Trump,challenges,Supreme Court
12_1,1,Raymond James,analyzes,tariffs
12_1,1,Yale Budget Lab,estimates,tariff impact
12_1,1,Financial Times,publishes,Robert Armstrong
12_1,1,US Customs Bureau,collects,tariffs
13_1,1,Donald Trump,imposes tariffs,Apple smartphones
13_1,1,Court of International Trade,blocks tariffs,Donald Trump
13_1,1,Supreme Court,may decide,tariffs
13_1,1,James Lucier,analyzes,trade policy
13_1,1,Rick Newman,writes for,Yahoo Finance
11_1,1,China,accuses,US
11_1,1,US,violates,trade agreement
11_1,1,Chinese Ministry of Commerce,issues statement,US
11_1,1,President Trump,posts on,Truth Social
11_1,1,President Trump,plans to speak with,Xi Jinping
11_1,1,US Court of International Trade,blocks,tariffs
11_1,1,Supreme Court,may review,tariffs
11_1,1,EU Commission,prepares countermeasures,US
11_1,1,Ursula von der Leyen,agrees to accelerate talks,US
11_1,1,Howard Lutnick,downplays impact,tariffs
11_1,1,National Economic Council,focuses on,China trade
11_1,1,Kevin Hassett,predicts call,Xi Jinping
11_1,1,Treasury Secretary,expresses hope,trade resolution
11_1,1,Scott Bessent,comments on,trade negotiations
11_1,1,Commerce Secretary,discusses,tariff negotiations
14_1,1,Meta,partners with,Anduril
14_1,1,Meta,develops,AR/VR military tech
14_1,1,Anduril,specializes in,military drones
14_1,1,Palmer Luckey,founded,Anduril
14_1,1,Mark Zuckerberg,CEO of,Meta
14_1,1,Andrew Bosworth,CTO of,Meta
14_1,1,Meta,provides,Llama AI models
14_1,1,AR/VR military tech,integrates with,Lattice analytics platform
14_1,1,Microsoft,provides cloud services to,US Army
14_1,1,Amazon,provides cloud services to,US military
14_1,1,Google,provides cloud services to,US military
17_1,1,Federal Reserve,holds rates steady,inflation
17_1,1,Jerome Powell,chairs,Federal Reserve
17_1,1,Trump,criticizes,Federal Reserve
17_1,1,Lorie Logan,advocates for,holding rates steady
17_1,1,Neel Kashkari,warns about,persistent inflation
17_1,1,Ellen Zentner,analyzes,tariff impact
17_1,1,Jeffrey Roach,predicts,inflation reacceleration
17_1,1,White House,argues,one-time inflation impact
17_1,1,Morgan Stanley Wealth Management,employs,Ellen Zentner
17_1,1,LPL Financial,employs,Jeffrey Roach
15_1,1,Elon Musk,CEO,Tesla
15_1,1,Elon Musk,founder,SpaceX
15_1,1,Elon Musk,owner,X
15_1,1,Elon Musk,founder,xAI
15_1,1,Elon Musk,advises,President Trump
15_1,1,Elon Musk,criticizes,Trump's agenda
15_1,1,Elon Musk,opposes,OpenAI deal
15_1,1,Tesla,develops,Cybercab
15_1,1,Tesla,plans,robotaxi trials
15_1,1,DOGE,associated with,Department of Government Efficiency
15_1,1,President Trump,supports,big bill
15_1,1,OpenAI,partners with,tech giants
15_1,1,Wall Street Journal,reports on,Elon Musk
15_1,1,New York Times,reports on,Elon Musk
15_1,1,Brookings Institution,tracks,government spending
15_1,1,USAID,affected by,DOGE
15_1,1,Washington Post,interviews,Elon Musk
15_1,1,CBS,interviews,Elon Musk
19_1,1,Elon Musk,advises,Donald Trump
19_1,1,Elon Musk,leads,DOGE
19_1,1,Elon Musk,owns,Tesla
19_1,1,Elon Musk,owns,SpaceX
19_1,1,DOGE,oversees,federal spending
19_1,1,Donald Trump,appoints,Elon Musk
19_1,1,House of Representatives,debates,spending bill
19_1,1,Senate,debates,spending bill
19_1,1,Committee for a Responsible Federal Budget,evaluates,federal budget
20_1,1,Trump,pauses tariffs,China
20_1,1,US,agrees to tariff pause,China
20_1,1,Conference Board,releases index,Consumer Confidence
20_1,1,Wells Fargo,analyzes,Consumer Confidence
20_1,1,JPMorgan,estimates,Tariff Rate
20_1,1,Stephanie Guichard,comments on,Consumer Expectations
20_1,1,Tim Quinlan,writes note on,Trade Policy
20_1,1,Apple,affected by,Tariffs
20_1,1,European Union,engages in tariff back-and-forth,US
18_1,1,Nvidia,reports earnings,S&P 500
18_1,1,US Court of International Trade,blocks,Trump tariffs
18_1,1,Federal Reserve Chair Jerome Powell,meets with,Trump
18_1,1,Best Buy,cuts guidance due to,tariffs
18_1,1,Trump,imposes,tariffs
18_1,1,Goldman Sachs,analyzes,tariff impact
18_1,1,Tesla,rises on,Elon Musk announcement
18_1,1,Salesforce,raises guidance despite,tariffs
18_1,1,HP Inc,cuts outlook due to,tariffs
18_1,1,OPEC+,considers,oil production increase
16_1,1,China,trade tensions,US
16_1,1,President Trump,imposes tariffs,steel and aluminum
16_1,1,Jerome Powell,speaks on policy,Federal Reserve
16_1,1,BioNTech,licenses drug,Bristol Myers Squibb
16_1,1,Sanofi,acquires,Blueprint Medicines
16_1,1,Cleveland-Cliffs,benefits from tariffs,US steel industry
16_1,1,Tesla,faces sales decline,Europe
16_1,1,Elon Musk,focuses on,Tesla
16_1,1,OPEC+,increases output,crude oil
16_1,1,S&P 500,outperforms,European markets
16_1,1,Dow Jones Industrial Average,declines,trade tensions
16_1,1,Nasdaq Composite,declines,trade tensions
22_1,1,National Association of Realtors,publishes,Pending Home Sales Index
22_1,1,Lawrence Yun,is chief economist of,National Association of Realtors
22_1,1,Realtor.com,tracks,housing inventory
22_1,1,Yahoo Finance,employs,Claire Boston
21_1,1,Donald Trump,negotiates with,Xi Jinping
21_1,1,China,imposes tariffs,United States
21_1,1,United States,imposes tariffs,China
21_1,1,Chinese Ministry of Commerce,denies claims,United States
21_1,1,Kevin Hassett,advises,Donald Trump
21_1,1,Scott Bessent,represents,Treasury
21_1,1,Howard Lutnick,represents,Commerce
21_1,1,critical minerals,disputed by,China and United States
21_1,1,semiconductors,subject to export controls,United States
25_1,1,Donald Trump,meets with,Jerome Powell
25_1,1,Donald Trump,criticizes,Jerome Powell
25_1,1,Jerome Powell,leads,Federal Reserve
25_1,1,Federal Reserve,sets,monetary policy
25_1,1,Donald Trump,considers replacing,Jerome Powell
25_1,1,Supreme Court,protects,Jerome Powell
26_1,1,Nvidia,manufactures,H20
26_1,1,US,imposes export controls,H20
26_1,1,China,affected by,export controls
26_1,1,Jensen Huang,CEO of,Nvidia
26_1,1,Wedbush,employs,Dan Ives
26_1,1,Dan Ives,analyzes,Nvidia
26_1,1,Biden,initiated policy,export controls
26_1,1,Trump,continued policy,export controls
26_1,1,Nvidia,impacted by,US-China trade war
24_1,1,China,accuses,US
24_1,1,US,imposes tariffs,China
24_1,1,Chinese Ministry of Commerce,responds to,US
24_1,1,President Trump,plans to speak with,Xi Jinping
24_1,1,EU,prepares countermeasures,US
24_1,1,Ursula von der Leyen,negotiates with,President Trump
24_1,1,Howard Lutnick,downplays impact of,tariffs
24_1,1,Kevin Hassett,focuses on,China trade
24_1,1,Scott Bessent,expresses hope for,trade resolution
24_1,1,Mark Carney,aims to reduce,tariff harm
24_1,1,Gunnar Groebler,warns about,tariff impact
24_1,1,Tarang Amin,commits to,Chinese suppliers
24_1,1,Richard Dickson,navigates,tariff complexities
24_1,1,Elon Musk,meets with,President Trump
24_1,1,e.l.f. Beauty,sources products from,China
24_1,1,Gap,shifts supply chain from,China
24_1,1,Tesla,manufactures in,US
24_1,1,Salzgitter,criticizes,US tariffs
24_1,1,Manley Labs,cuts staff hours due to,tariffs
24_1,1,EarthQuaker Devices,fears impact of,tariffs
24_1,1,Huawei,faces restrictions from,US
24_1,1,Yangtze Memory Technologies,faces restrictions from,US
24_1,1,US Court of International Trade,blocks,tariffs
24_1,1,Supreme Court,may review,tariffs
24_1,1,National Economic Council,advises on,trade policy
24_1,1,Commerce Department,reports on,trade deficit
24_1,1,Treasury Department,supports,trade negotiations
27_1,1,Nvidia,reports earnings,S&P 500
27_1,1,Federal Reserve,warns of tradeoffs,Trump administration
27_1,1,HP,impacted by tariffs,Trump administration
27_1,1,GameStop,purchases bitcoin,Bitcoin
27_1,1,Chevron,granted license,US government
27_1,1,OPEC+,considers output hike,Crude Oil
27_1,1,CSX Corp.,comments on economy,US economy
27_1,1,Abercrombie & Fitch,beats earnings,Wall Street
27_1,1,Macy's,beats earnings,Wall Street
27_1,1,Okta,reiterates guidance,Economic uncertainty
27_1,1,Barclays Plc,analyzes market,Institutional investors
28_1,1,Refresco,acquires,Telemark Kildevann (TKV)
28_1,1,Refresco,CEO,Hans Roelofs
28_1,1,Refresco,acquires,Frías Nutrición
28_1,1,Refresco,acquires production site from,Berentzen-Gruppe
28_1,1,Refresco,acquires,VBC Bottling Company
28_1,1,Refresco,owns,Märkisch Kristall
28_1,1,Refresco,owns,Grüneberg Quelle
29_1,1,Nippon Steel,acquires,US Steel
29_1,1,US Government,holds golden share,US Steel
29_1,1,Donald Trump,supports,Nippon Steel acquisition
29_1,1,CFIUS,reviews,foreign transactions
29_1,1,Donald Trump,pressures,Walmart
29_1,1,US Government,bailed out,General Motors
29_1,1,US Government,bailed out,Stellantis
29_1,1,Beijing,controls,Bytedance
29_1,1,Beijing,controls,Alibaba
30_1,1,Medicare,covers,healthcare costs
30_1,1,KFF,studies,healthcare debt
30_1,1,West Health-Gallup,surveys,healthcare borrowing
30_1,1,AARP,advises,retirees
30_1,1,Center for Retirement Research at Boston College,researches,retirement preparedness
30_1,1,Consumer Financial Protection Bureau (CFPB),regulates,credit reports
30_1,1,Equifax,provides,credit reports
30_1,1,Experian,provides,credit reports
30_1,1,Transunion,provides,credit reports
30_1,1,National Foundation for Credit Counseling,assists,debt management
31_1,1,China,accuses,US
31_1,1,US,imposes tariffs,China
31_1,1,Trump,plans call,Xi Jinping
31_1,1,Chinese Ministry of Commerce,warns,US
31_1,1,EU,prepares countermeasures,US
31_1,1,Salzgitter,criticizes,US tariffs
31_1,1,Gap,adjusts supply chain,China
31_1,1,Tesla,manufactures cars,US
31_1,1,White House,appeals to,Supreme Court
31_1,1,Supreme Court,reviews legality,Trump tariffs
32_1,1,GameStop,purchases,Bitcoin
32_1,1,Strategy,holds,Bitcoin
32_1,1,Michael Saylor,leads,Strategy
32_1,1,GameStop,aspires to be,Berkshire Hathaway
32_1,1,GameStop,imitates,Strategy
32_1,1,Strategy,advocates for,Bitcoin
34_1,1,Yahoo Finance,publishes,Morning Brief
34_1,1,Yahoo Finance,publishes,Breaking News
34_1,1,Yahoo Finance,publishes,Week In Tech
34_1,1,Yahoo Finance,publishes,Mind Your Money
34_1,1,Yahoo Finance,publishes,Daily Movers
34_1,1,Ethan Wolff-Mann,works for,Yahoo Finance
33_1,1,Fitch Ratings,rates,Aston Martin Lagonda Global Holdings Plc
33_1,1,Lawrence Stroll,chairs,Aston Martin Lagonda Global Holdings Plc
33_1,1,Yew Tree consortium,invests in,Aston Martin Lagonda Global Holdings Plc
33_1,1,Adrian Hallmark,leads,Aston Martin Lagonda Global Holdings Plc
33_1,1,Adrian Hallmark,previously led,Bentley Motors Ltd
33_1,1,Trump administration,proposes tariffs,UK car imports
33_1,1,Society of Motor Manufacturers and Traders (SMMT),reports,UK car export data
35_1,1,S&P 500,tracks performance of,US stocks
35_1,1,Dow Jones Industrial Average,tracks performance of,US blue-chip stocks
35_1,1,Nasdaq Composite,tracks performance of,tech stocks
35_1,1,Nvidia,affected by,US-China trade tensions
35_1,1,Tesla,led by,Elon Musk
35_1,1,Regeneron,develops,experimental drugs
35_1,1,Costco,operates in,retail sector
35_1,1,Gap,impacted by,tariffs
35_1,1,Federal Reserve,monitors,inflation
35_1,1,Trump administration,imposes,tariffs
35_1,1,Scott Bessent,serves as,Treasury Secretary
38_1,1,Bespoke Investment Group,researches,S&P 500
38_1,1,Interactive Brokers,employs,Steve Sosnick
38_1,1,JPMorgan,employs,Emma Wu
38_1,1,President Trump,influences,S&P 500
38_1,1,Retail investors,buy,S&P 500
37_1,1,Apple,faces antitrust probe,Department of Justice
37_1,1,Apple,competes with,Google
37_1,1,Apple,competes with,Samsung
37_1,1,Apple,produces,iPhone
37_1,1,Trump,threatens tariffs,Apple
37_1,1,Apple,delayed product,Siri
37_1,1,Jony Ive,collaborates with,Sam Altman
37_1,1,Jony Ive,works on new product,OpenAI
37_1,1,Morgan Stanley,estimates cost impact,iPhone
37_1,1,Deepwater Asset Management,analyzes,Apple's AI strategy
37_1,1,Apple,involved in legal battle,Epic Games
37_1,1,Google,pays Apple,for default search
36_1,1,Nvidia,manufactures,H20
36_1,1,Nvidia,manufactures,Blackwell
36_1,1,Jensen Huang,CEO of,Nvidia
36_1,1,Wall Street,analyzes,Nvidia
36_1,1,China,imposes export rules on,Nvidia
36_1,1,Nvidia,supplies chips to,Microsoft
36_1,1,Nvidia,supplies chips to,Amazon
36_1,1,Nvidia,supplies chips to,Meta Platforms
36_1,1,Dan Ives,analyst at,Wedbush
36_1,1,Ryan Mellor,analyst at,HSBC
36_1,1,Trump,enforces export ban on,Nvidia
36_1,1,Colette Kress,CFO of,Nvidia
36_1,1,Nvidia,partners with,Foxconn
36_1,1,Nvidia,partners with,Wistron
23_1,1,China,accuses,US
23_1,1,US,imposes tariffs,China
23_1,1,Chinese Ministry of Commerce,responds to,US
23_1,1,Trump,plans to speak with,Xi Jinping
23_1,1,EU,prepares countermeasures,US
23_1,1,Ursula von der Leyen,negotiates with,Trump
23_1,1,Howard Lutnick,downplays impact of,tariffs
23_1,1,Kevin Hassett,focuses on,China trade
23_1,1,Scott Bessent,expresses hope for,trade resolution
23_1,1,Mark Carney,aims to reduce harm from,tariffs
23_1,1,Gunnar Groebler,warns about impact of,tariffs
23_1,1,Richard Dickson,navigates,tariff complexities
23_1,1,Elon Musk,meets with,Trump
23_1,1,Tarang Amin,commits to,Chinese suppliers
23_1,1,e.l.f. Beauty,sources products from,China
23_1,1,Gap,shifts supply chain from,China
23_1,1,Tesla,manufactures in,US
23_1,1,Salzgitter,affected by,US tariffs
23_1,1,US Court of International Trade,blocks,tariffs
23_1,1,Supreme Court,may rule on,tariffs
23_1,1,National Economic Council,advises on,trade policy
23_1,1,Commerce Department,reports on,trade deficit
23_1,1,Treasury Secretary,comments on,trade negotiations
23_1,1,European Commission,warns about,countermeasures
41_1,1,Nvidia,manufactures,H20
41_1,1,Nvidia,impacted by export ban,China
41_1,1,Trump administration,imposes ban,H20
41_1,1,Biden administration,imposes restrictions,H20
41_1,1,Jensen Huang,CEO of,Nvidia
41_1,1,Colette Kress,CFO of,Nvidia
41_1,1,Joseph Moore,analyst at,Morgan Stanley
41_1,1,Stacy Rasgon,analyst at,Bernstein
41_1,1,Nvidia,supplies chips to,Amazon
41_1,1,Nvidia,supplies chips to,Google
41_1,1,Nvidia,supplies chips to,Microsoft
41_1,1,Nvidia,partners with,CoreWeave
41_1,1,Nvidia,partners with,Foxconn
41_1,1,Nvidia,provides GPUs to,Humain
41_1,1,Saudi Arabia,backs,Humain
41_1,1,United Arab Emirates,hosts,Project Stargate
40_1,1,China,accuses,US
40_1,1,US,imposes tariffs,China
40_1,1,Trump,plans to speak with,Xi Jinping
40_1,1,Chinese Ministry of Commerce,vows response,US
40_1,1,EU,prepares countermeasures,US
40_1,1,Salzgitter,criticizes,US tariffs
40_1,1,Gap,warns about,tariff expenses
40_1,1,e.l.f. Beauty,remains committed to,China manufacturing
40_1,1,Tesla,affected by,auto tariffs
40_1,1,US Court of International Trade,blocks,Trump tariffs
40_1,1,Supreme Court,may review,Trump tariffs
40_1,1,National Economic Council,focuses on,China trade
40_1,1,Commerce Department,reports,trade deficit
40_1,1,European Commission,negotiates with,US
42_1,1,Trump,imposes tariffs,China
42_1,1,Trump,imposes tariffs,UK
42_1,1,Trump,delays tariffs,Europe
42_1,1,Trump,threatens tariffs,Apple
42_1,1,Trump,threatens tariffs,Samsung
42_1,1,Treasury Department,reports revenue,Department of Homeland Security
42_1,1,GOP,advocates bill,tariff revenue
39_1,1,Wall Street,monitors,US Treasury
39_1,1,Trump,proposes,tax bill
39_1,1,Citi,employs,Stuart Kaiser
39_1,1,Stuart Kaiser,analyzes,bond yields
39_1,1,AllianceBernstein,employs,Eric Winograd
39_1,1,Eric Winograd,comments on,fiscal policy
39_1,1,Fed,influences,interest rates
39_1,1,FWDBonds,employs,Chris Rupkey
39_1,1,Chris Rupkey,warns about,bond yields
39_1,1,Daniel Kryger,trades at,NYSE
44_1,1,Trump,proposes,tariffs
44_1,1,US Court of International Trade,invalidates,tariffs
44_1,1,Barclays,employs,Ajay Rajadhyaksha
44_1,1,Ajay Rajadhyaksha,analyzes,tariff impact
44_1,1,Nvidia,rallies on,earnings release
44_1,1,Goldman Sachs,employs,Alec Phillips
44_1,1,Alec Phillips,comments on,tariff setback
44_1,1,Renaissance Macro,employs,Neil Dutta
44_1,1,Neil Dutta,warns about,policy uncertainty
44_1,1,S&P 500,reflects,market sentiment
45_1,1,European Union,fast-track trade talks,Washington
45_1,1,President Trump,announces tariff delay,US
45_1,1,US,has trade truce,China
45_1,1,Apollo Global Management,employs,Torsten Sløk
45_1,1,Torsten Sløk,points out,trade rebound absence
45_1,1,Yahoo Finance,owned by,Apollo Global Management
45_1,1,S&P 500,tracks,stock market
43_1,1,President Trump,imposes,tariffs
43_1,1,Barclays,employs,Ajay Rajadhyaksha
43_1,1,Ritholtz Wealth Management,employs,Callie Cox
43_1,1,Wells Fargo,employs,Jay Bryson
43_1,1,Magnificent Seven,includes,Apple
43_1,1,Magnificent Seven,includes,Alphabet
43_1,1,Magnificent Seven,includes,Microsoft
43_1,1,Magnificent Seven,includes,Amazon
43_1,1,Magnificent Seven,includes,Meta
43_1,1,Magnificent Seven,includes,Tesla
43_1,1,Magnificent Seven,includes,Nvidia
43_1,1,Citi,employs,Drew Pettit
43_1,1,S&P 500,tracks,US stocks
43_1,1,Nasdaq Composite,tracks,tech stocks
43_1,1,Dow Jones Industrial Average,tracks,blue-chip stocks
46_1,1,China,accuses,US
46_1,1,US,imposes tariffs,China
46_1,1,Chinese Ministry of Commerce,responds to,US
46_1,1,President Trump,communicates via,Truth Social
46_1,1,President Trump,plans to speak with,Xi Jinping
46_1,1,EU,prepares countermeasures,US
46_1,1,Ursula von der Leyen,negotiates with,US
46_1,1,Howard Lutnick,downplays impact of,tariffs
46_1,1,Kevin Hassett,focuses on,China trade negotiations
47_1,1,Nvidia,reports earnings,S&P 500
47_1,1,Trump,imposes tariffs,US Court of International Trade
47_1,1,US Court of International Trade,blocks tariffs,Trump
47_1,1,Federal Reserve,meets with,Trump
47_1,1,Jerome Powell,chairs,Federal Reserve
47_1,1,Best Buy,cuts guidance,tariffs
47_1,1,Costco,reports earnings,tariffs
47_1,1,Walmart,faces price hikes,tariffs
47_1,1,Goldman Sachs,analyzes tariffs,Trump
47_1,1,Tesla,rises on news,Elon Musk
47_1,1,Elon Musk,leaves role,Trump administration
47_1,1,Salesforce,raises guidance,tariffs
47_1,1,HP Inc,cuts outlook,tariffs
49_1,1,Donald Trump,targets,Harvard
49_1,1,Donald Trump,graduated from,Wharton School
49_1,1,Federal Government,provides grants,Harvard
49_1,1,Federal Government,cancels contracts,Harvard
49_1,1,Donald Trump,suspends visas,foreign students
49_1,1,House of Representatives,proposes tax increase,elite universities
49_1,1,Supreme Court,strikes down,student debt cancellation
49_1,1,McKinsey,reports shortage,skilled workers
49_1,1,University of California system,faces legal action,Federal Government
49_1,1,Donald Trump,halts,student debt relief effort
48_1,1,China,trade tensions with,US
48_1,1,President Trump,imposes tariffs on,China
48_1,1,Federal Reserve,monitors,inflation
48_1,1,Christopher Waller,suggests,interest-rate cuts
48_1,1,Jerome Powell,leads,Federal Reserve
48_1,1,S&P 500,declines due to,trade tensions
48_1,1,Dow Jones Industrial Average,falls due to,trade tensions
48_1,1,Nasdaq Composite,declines due to,trade tensions
48_1,1,OPEC+,hikes output,crude oil
48_1,1,Tesla,faces sales decline,Europe
48_1,1,Elon Musk,leads,Tesla
48_1,1,BioNTech,partners with,Bristol Myers Squibb
48_1,1,Bristol Myers Squibb,licenses drug from,BioNTech
48_1,1,Moderna,receives FDA approval for,COVID-19 vaccine
48_1,1,Sanofi,acquires,Blueprint Medicines
48_1,1,Cleveland-Cliffs,benefits from,steel tariffs
48_1,1,Nucor,benefits from,steel tariffs
48_1,1,Steel Dynamics,benefits from,steel tariffs
48_1,1,US Steel Corporation,acquired by,Nippon
48_1,1,Hyundai Steel,plans factory in,Louisiana
50_1,1,Nvidia,led by,Jensen Huang
50_1,1,Nvidia,impacted by,China export rules
50_1,1,Nvidia,produces,H20
50_1,1,Nvidia,develops,Blackwell
50_1,1,Wall Street,analyzes,Nvidia
50_1,1,Jensen Huang,comments on,AI demand
50_1,1,Nvidia,supplies,Microsoft
50_1,1,Nvidia,supplies,Amazon
50_1,1,Nvidia,supplies,Meta Platforms
50_1,1,Dan Ives,analyzes,Nvidia
50_1,1,HSBC,analyzes,Nvidia
50_1,1,Ryan Mellor,comments on,Nvidia results
50_1,1,Trump administration,imposes,export rules
50_1,1,Colette Kress,reports on,Nvidia financials
50_1,1,Benchmark Company,evaluates,Nvidia
50_1,1,Cody Acree,comments on,Nvidia performance
52_1,1,Federal Reserve,monitors,Personal Consumption Expenditures (PCE)
52_1,1,Trump,implements,tariff policy
52_1,1,Kathy Bostjancic,analyzes,inflation trend
52_1,1,Nationwide,employs,Kathy Bostjancic
53_1,1,Nvidia,reported earnings,Dow Jones Industrial Average
53_1,1,Federal Reserve,warned of tradeoffs,Trump administration
53_1,1,HP,blamed tariffs,Trump administration
53_1,1,GameStop,purchased bitcoin,Bitcoin
53_1,1,Chevron,granted license,US government
53_1,1,OPEC+,decided production quotas,Oil markets
53_1,1,CSX Corp,CEO commented on economy,US economy
53_1,1,Abercrombie & Fitch,reported earnings,Retail sector
53_1,1,Macy's,reported earnings,Retail sector
53_1,1,Okta,reported earnings,Tech sector
53_1,1,Barclays,commented on market,S&P 500
51_1,1,BofA,upgrades,Boeing
51_1,1,BTIG,upgrades,Doximity
51_1,1,RBC Capital,upgrades,Church & Dwight
51_1,1,Goldman Sachs,upgrades,Saia
51_1,1,Goldman Sachs,upgrades,Old Dominion
51_1,1,BMO Capital,upgrades,Nucor
51_1,1,Bernstein,downgrades,Charter
51_1,1,Barclays,downgrades,Centene
51_1,1,BTIG,downgrades,Shake Shack
51_1,1,Goldman Sachs,downgrades,Union Pacific
51_1,1,Goldman Sachs,downgrades,Norfolk Southern
51_1,1,Goldman Sachs,downgrades,Canadian Pacific Kansas City
51_1,1,Goldman Sachs,downgrades,J.B. Hunt
51_1,1,Goldman Sachs,downgrades,CSX
51_1,1,Raymond James,downgrades,Rackspace Technology
51_1,1,Truist,initiates coverage,PayPal
51_1,1,Truist,initiates coverage,Block
51_1,1,Truist,initiates coverage,MasterCard
51_1,1,Truist,initiates coverage,Visa
51_1,1,Truist,initiates coverage,Global Payments
51_1,1,Oppenheimer,initiates coverage,Western Union
54_1,1,Nvidia,manufactures,H20
54_1,1,Trump administration,bans,H20 sales to China
54_1,1,Nvidia,impacted by,export ban
54_1,1,Jensen Huang,CEO of,Nvidia
54_1,1,Colette Kress,CFO of,Nvidia
54_1,1,Joseph Moore,analyst at,Morgan Stanley
54_1,1,Stacy Rasgon,analyst at,Bernstein
54_1,1,Nvidia,supplies GPUs to,Humain
54_1,1,Saudi Arabia's sovereign wealth fund,backs,Humain
54_1,1,Nvidia,partners with,CoreWeave
54_1,1,Nvidia,partners with,Foxconn
54_1,1,Nvidia,competes with,AMD
54_1,1,Nvidia,competes with,INTC
55_1,1,Yahoo Finance,publishes,Chart of the Week
55_1,1,Oxford Economics,provides data,unemployment rate
55_1,1,Indeed,operates,job posting platform
55_1,1,Apollo Global Management,owns,Yahoo Finance
55_1,1,Fed,regulates,US labor market
55_1,1,Jerome Powell,chairs,Fed
55_1,1,Cory Stahle,works as economist,Indeed
55_1,1,Torsten Sløk,serves as chief economist,Apollo Global Management
55_1,1,Matthew Martin,works as senior economist,Oxford Economics
55_1,1,Magnificent Seven tech cohort,influences,S&P 500 earnings
56_1,1,Nvidia,reports earnings,markets
56_1,1,Dow Jones Industrial Average,tracks performance,markets
56_1,1,S&P 500,tracks performance,markets
56_1,1,Nasdaq Composite,tracks performance,markets
56_1,1,Trump,imposes,tariffs
56_1,1,US Court of International Trade,blocks,tariffs
56_1,1,Federal Reserve,meets with,Trump
56_1,1,Jerome Powell,chairs,Federal Reserve
